Date,Stock,Num_Clients,Sum_Pct
2026-06-04,ZYDUSLIFE,1,3.43
2026-03-04,ABCAPITAL,1,4.33
2026-03-04,ADANIENSOL,8,39.44
2026-03-04,ADANIENT,2,8.79
2026-03-04,ADANIGREEN,2,6.13
2026-03-04,ADANIPORTS,1,3.2
2026-03-04,ALKEM,1,4.93
2026-03-04,AMBUJACEM,7,34.71
2026-03-04,APLAPOLLO,2,7.36
2026-03-04,APOLLOHOSP,1,3.95
2026-03-04,ASIANPAINT,1,3.54
2026-03-04,AUROPHARMA,12,55.33
2026-03-04,BAJAJFINSV,2,7.3
2026-03-04,BANDHANBNK,5,28.34
2026-03-04,BANKBARODA,1,7.04
2026-03-04,BDL,1,3.14
2026-03-04,BHEL,6,36.06
2026-03-04,BIOCON,2,8.13
2026-03-04,BOSCHLTD,1,4.04
2026-03-04,BRITANNIA,1,4.98
2026-03-04,CANBK,1,4.66
2026-03-04,CDSL,1,3.54
2026-03-04,CHOLAFIN,2,11.56
2026-03-04,COFORGE,2,15.98
2026-03-04,CONCOR,7,34.29
2026-03-04,CROMPTON,5,23.54
2026-03-04,DABUR,2,7.25
2026-03-04,DALBHARAT,1,3.24
2026-03-04,DELHIVERY,1,6.0
2026-03-04,DIXON,1,3.0
2026-03-04,DLF,7,30.46
2026-03-04,EXIDEIND,3,13.23
2026-03-04,GAIL,1,5.7
2026-03-04,GLENMARK,7,32.05
2026-03-04,GMRAIRPORT,1,5.63
2026-03-04,GODREJPROP,2,8.33
2026-03-04,GRASIM,3,16.24
2026-03-04,HAL,2,8.41
2026-03-04,HAVELLS,1,3.79
2026-03-04,HDFCBANK,1,4.18
2026-03-04,HDFCLIFE,1,3.71
2026-03-04,HINDZINC,1,4.42
2026-03-04,HUDCO,3,10.74
2026-03-04,ICICIGI,1,5.46
2026-03-04,ICICIPRULI,4,17.89
2026-03-04,IDEA,8,41.67
2026-03-04,IDFCFIRSTB,3,9.8
2026-03-04,IEX,5,21.73
2026-03-04,INDIGO,1,3.94
2026-03-04,INDUSINDBK,1,3.9
2026-03-04,INDUSTOWER,3,13.79
2026-03-04,INOXWIND,5,24.02
2026-03-04,IREDA,1,4.44
2026-03-04,JIOFIN,5,25.63
2026-03-04,JSWENERGY,4,16.88
2026-03-04,JSWSTEEL,6,25.95
2026-03-04,JUBLFOOD,2,8.66
2026-03-04,KALYANKJIL,2,8.18
2026-03-04,KAYNES,3,16.54
2026-03-04,KOTAKBANK,1,3.7
2026-03-04,LAURUSLABS,3,12.96
2026-03-04,LICHSGFIN,10,50.14
2026-03-04,LODHA,2,6.44
2026-03-04,LTF,1,5.23
2026-03-04,LUPIN,1,5.02
2026-03-04,MANAPPURAM,7,36.2
2026-03-04,MARICO,2,6.44
2026-03-04,MCX,3,11.53
2026-03-04,MFSL,3,12.53
2026-03-04,MOTHERSON,2,8.4
2026-03-04,MPHASIS,1,3.11
2026-03-04,MUTHOOTFIN,1,4.29
2026-03-04,NATIONALUM,2,8.97
2026-03-04,NBCC,5,21.25
2026-03-04,NHPC,1,4.74
2026-03-04,NMDC,6,33.69
2026-03-04,NTPC,1,4.11
2026-03-04,NYKAA,1,4.07
2026-03-04,OBEROIRLTY,1,3.74
2026-03-04,OFSS,3,15.58
2026-03-04,PATANJALI,9,46.08
2026-03-04,PETRONET,2,7.66
2026-03-04,PFC,2,10.3
2026-03-04,PGEL,1,4.49
2026-03-04,PHOENIXLTD,2,8.17
2026-03-04,PIIND,1,3.12
2026-03-04,PNB,2,10.07
2026-03-04,PNBHOUSING,2,8.29
2026-03-04,PRESTIGE,1,3.23
2026-03-04,RBLBANK,5,19.28
2026-03-04,RECLTD,3,16.38
2026-03-04,SAIL,13,94.67
2026-03-04,SAMMAANCAP,13,77.86
2026-03-04,SBICARD,2,11.9
2026-03-04,SBILIFE,1,3.57
2026-03-04,SYNGENE,3,13.2
2026-03-04,TATACONSUM,1,4.99
2026-03-04,TATAELXSI,1,3.19
2026-03-04,TECHM,1,3.6
2026-03-04,TVSMOTOR,2,10.47
2026-03-04,UNOMINDA,2,12.69
2026-03-04,UPL,1,5.57
2026-03-04,VEDL,2,8.63
2026-03-04,YESBANK,1,3.28
2026-05-04,ABCAPITAL,2,8.05
2026-05-04,ADANIENSOL,7,38.76
2026-05-04,ADANIENT,4,26.31
2026-05-04,ADANIGREEN,2,10.13
2026-05-04,ALKEM,1,5.68
2026-05-04,AMBER,1,3.19
2026-05-04,AMBUJACEM,7,40.25
2026-05-04,APLAPOLLO,3,10.62
2026-05-04,AUBANK,1,4.4
2026-05-04,AUROPHARMA,7,33.95
2026-05-04,AXISBANK,1,3.9
2026-05-04,BAJAJFINSV,1,3.04
2026-05-04,BANDHANBNK,7,41.53
2026-05-04,BANKBARODA,2,11.59
2026-05-04,BANKINDIA,1,3.76
2026-05-04,BHEL,8,43.89
2026-05-04,BIOCON,1,3.83
2026-05-04,BOSCHLTD,1,5.16
2026-05-04,BPCL,1,4.17
2026-05-04,CANBK,2,10.56
2026-05-04,CGPOWER,1,5.45
2026-05-04,CHOLAFIN,2,13.95
2026-05-04,CONCOR,5,24.87
2026-05-04,CROMPTON,4,17.64
2026-05-04,DABUR,3,12.4
2026-05-04,DALBHARAT,1,3.92
2026-05-04,DELHIVERY,1,6.51
2026-05-04,DLF,4,17.13
2026-05-04,EICHERMOT,1,3.23
2026-05-04,EXIDEIND,3,14.33
2026-05-04,GLENMARK,9,46.85
2026-05-04,GMRAIRPORT,1,4.99
2026-05-04,GODREJCP,1,8.3
2026-05-04,GODREJPROP,2,7.86
2026-05-04,GRASIM,2,12.51
2026-05-04,HAL,1,4.36
2026-05-04,HAVELLS,1,3.1
2026-05-04,HDFCLIFE,1,5.26
2026-05-04,HEROMOTOCO,1,3.46
2026-05-04,HINDZINC,1,3.73
2026-05-04,HYUNDAI,1,3.4
2026-05-04,ICICIGI,1,5.51
2026-05-04,ICICIPRULI,3,13.74
2026-05-04,IDEA,7,33.46
2026-05-04,IDFCFIRSTB,1,4.68
2026-05-04,IEX,5,27.37
2026-05-04,INDHOTEL,1,3.14
2026-05-04,INDIANB,1,3.03
2026-05-04,INDUSINDBK,1,3.05
2026-05-04,INDUSTOWER,3,16.63
2026-05-04,INOXWIND,4,19.94
2026-05-04,IOC,1,3.08
2026-05-04,JINDALSTEL,1,3.23
2026-05-04,JIOFIN,4,18.63
2026-05-04,JSWENERGY,1,4.65
2026-05-04,JSWSTEEL,5,21.18
2026-05-04,JUBLFOOD,6,26.04
2026-05-04,KALYANKJIL,3,16.53
2026-05-04,KFINTECH,1,7.52
2026-05-04,KOTAKBANK,1,3.05
2026-05-04,LAURUSLABS,4,15.11
2026-05-04,LICHSGFIN,9,43.59
2026-05-04,LODHA,3,16.27
2026-05-04,LUPIN,1,4.85
2026-05-04,MANAPPURAM,10,46.71
2026-05-04,MCX,2,8.25
2026-05-04,MFSL,3,12.96
2026-05-04,MOTHERSON,2,8.98
2026-05-04,NATIONALUM,3,15.29
2026-05-04,NBCC,5,25.82
2026-05-04,NMDC,6,36.22
2026-05-04,NTPC,1,3.83
2026-05-04,NYKAA,3,12.34
2026-05-04,OBEROIRLTY,4,13.67
2026-05-04,PATANJALI,9,45.74
2026-05-04,PFC,1,4.61
2026-05-04,PHOENIXLTD,3,10.28
2026-05-04,PNB,3,12.97
2026-05-04,PNBHOUSING,1,3.15
2026-05-04,POLYCAB,1,3.29
2026-05-04,POWERINDIA,1,3.0
2026-05-04,PREMIERENE,2,11.14
2026-05-04,PRESTIGE,1,6.21
2026-05-04,RBLBANK,6,29.87
2026-05-04,RECLTD,3,15.22
2026-05-04,SAIL,13,91.86
2026-05-04,SAMMAANCAP,11,52.46
2026-05-04,SBICARD,2,10.3
2026-05-04,SBILIFE,1,5.71
2026-05-04,SHREECEM,1,5.31
2026-05-04,SUNPHARMA,2,7.95
2026-05-04,TATAPOWER,1,3.11
2026-05-04,TVSMOTOR,2,9.63
2026-05-04,UNOMINDA,1,3.38
2026-05-04,UPL,3,15.75
2026-05-04,VBL,1,6.96
2026-05-04,WAAREEENER,1,3.01
2026-05-04,WIPRO,1,7.71
2026-05-04,YESBANK,1,3.38
2026-05-04,ZYDUSLIFE,1,3.98
2026-02-05,ABCAPITAL,7,38.36
2026-02-05,ADANIENSOL,7,30.94
2026-02-05,ADANIENT,2,8.94
2026-02-05,ADANIGREEN,1,3.47
2026-02-05,ALKEM,1,4.93
2026-02-05,AMBUJACEM,7,32.61
2026-02-05,APLAPOLLO,7,26.27
2026-02-05,APOLLOHOSP,2,10.51
2026-02-05,ASHOKLEY,2,7.42
2026-02-05,ASIANPAINT,1,3.54
2026-02-05,ASTRAL,1,3.83
2026-02-05,AUBANK,1,3.57
2026-02-05,AUROPHARMA,9,41.95
2026-02-05,BAJAJFINSV,2,6.92
2026-02-05,BAJFINANCE,1,3.99
2026-02-05,BANDHANBNK,9,50.06
2026-02-05,BANKBARODA,1,7.04
2026-02-05,BANKINDIA,3,11.62
2026-02-05,BDL,1,6.97
2026-02-05,BHARATFORG,1,3.31
2026-02-05,BHEL,3,11.45
2026-02-05,BIOCON,2,7.01
2026-02-05,BPCL,1,3.75
2026-02-05,BRITANNIA,1,3.75
2026-02-05,CHOLAFIN,2,8.84
2026-02-05,COALINDIA,1,3.69
2026-02-05,CONCOR,10,50.48
2026-02-05,CROMPTON,8,40.34
2026-02-05,DABUR,2,8.28
2026-02-05,DALBHARAT,2,12.56
2026-02-05,DELHIVERY,1,6.0
2026-02-05,DIVISLAB,1,4.43
2026-02-05,DLF,6,26.45
2026-02-05,EICHERMOT,1,3.33
2026-02-05,EXIDEIND,3,14.04
2026-02-05,GAIL,1,6.39
2026-02-05,GLENMARK,7,32.72
2026-02-05,GMRAIRPORT,2,10.01
2026-02-05,GODREJPROP,11,50.6
2026-02-05,GRASIM,3,16.46
2026-02-05,HAL,2,10.11
2026-02-05,HAVELLS,1,5.56
2026-02-05,HDFCBANK,1,3.08
2026-02-05,HINDZINC,1,4.17
2026-02-05,HUDCO,3,11.76
2026-02-05,ICICIGI,1,7.66
2026-02-05,ICICIPRULI,1,3.52
2026-02-05,IDEA,8,39.14
2026-02-05,IEX,6,24.33
2026-02-05,INDIGO,1,4.17
2026-02-05,INDUSINDBK,1,4.14
2026-02-05,INDUSTOWER,3,17.24
2026-02-05,INOXWIND,5,25.82
2026-02-05,IRCTC,2,8.66
2026-02-05,IRFC,1,3.19
2026-02-05,ITC,1,3.22
2026-02-05,JIOFIN,5,25.63
2026-02-05,JSWENERGY,6,26.99
2026-02-05,JSWSTEEL,5,22.55
2026-02-05,JUBLFOOD,1,3.88
2026-02-05,KALYANKJIL,4,16.07
2026-02-05,KAYNES,6,34.47
2026-02-05,KOTAKBANK,1,4.02
2026-02-05,LAURUSLABS,2,9.44
2026-02-05,LICHSGFIN,8,32.91
2026-02-05,LICI,1,3.48
2026-02-05,LODHA,1,3.25
2026-02-05,LUPIN,1,5.02
2026-02-05,MANAPPURAM,5,21.4
2026-02-05,MARICO,5,18.05
2026-02-05,MAZDOCK,2,6.84
2026-02-05,MCX,3,11.11
2026-02-05,MFSL,3,13.94
2026-02-05,MOTHERSON,1,5.34
2026-02-05,MPHASIS,2,6.88
2026-02-05,MUTHOOTFIN,1,6.77
2026-02-05,NATIONALUM,2,7.36
2026-02-05,NBCC,6,25.41
2026-02-05,NHPC,2,7.87
2026-02-05,NMDC,7,44.56
2026-02-05,OBEROIRLTY,1,4.29
2026-02-05,OFSS,2,9.88
2026-02-05,ONGC,1,3.13
2026-02-05,PATANJALI,9,44.61
2026-02-05,PETRONET,5,18.6
2026-02-05,PFC,1,5.17
2026-02-05,PHOENIXLTD,3,13.28
2026-02-05,PNB,2,7.77
2026-02-05,PNBHOUSING,4,15.84
2026-02-05,POLICYBZR,1,4.13
2026-02-05,POLYCAB,2,8.51
2026-02-05,RBLBANK,15,57.33
2026-02-05,RECLTD,2,11.99
2026-02-05,RVNL,1,3.53
2026-02-05,SAIL,14,91.15
2026-02-05,SAMMAANCAP,13,77.64
2026-02-05,SBICARD,1,4.6
2026-02-05,SBILIFE,1,3.73
2026-02-05,SHRIRAMFIN,1,3.75
2026-02-05,SOLARINDS,2,6.6
2026-02-05,SRF,1,3.24
2026-02-05,SUNPHARMA,1,3.9
2026-02-05,SYNGENE,2,7.33
2026-02-05,TATAELXSI,2,8.59
2026-02-05,TATAPOWER,1,3.06
2026-02-05,TATASTEEL,1,4.84
2026-02-05,TIINDIA,1,3.99
2026-02-05,TVSMOTOR,2,11.3
2026-02-05,ULTRACEMCO,1,3.07
2026-02-05,UNIONBANK,1,3.64
2026-02-05,UNOMINDA,2,11.04
2026-02-05,UPL,2,9.59
2026-02-05,VEDL,2,9.33
2026-02-05,VOLTAS,1,5.42
2026-02-05,YESBANK,1,5.92
2026-01-05,ABCAPITAL,6,30.14
2026-01-05,ADANIENSOL,5,20.49
2026-01-05,ADANIENT,3,14.06
2026-01-05,ADANIGREEN,2,8.18
2026-01-05,ADANIPORTS,1,5.92
2026-01-05,ALKEM,2,9.08
2026-01-05,AMBUJACEM,9,41.9
2026-01-05,ANGELONE,1,7.33
2026-01-05,APLAPOLLO,6,26.72
2026-01-05,APOLLOHOSP,1,5.21
2026-01-05,ASHOKLEY,2,10.28
2026-01-05,ASIANPAINT,1,3.54
2026-01-05,AUROPHARMA,8,40.78
2026-01-05,BAJAJFINSV,2,9.22
2026-01-05,BAJFINANCE,1,4.2
2026-01-05,BANDHANBNK,11,54.13
2026-01-05,BANKBARODA,1,4.44
2026-01-05,BANKINDIA,2,9.66
2026-01-05,BDL,2,7.74
2026-01-05,BEL,1,5.16
2026-01-05,BHEL,1,7.81
2026-01-05,BIOCON,3,17.1
2026-01-05,BOSCHLTD,1,4.08
2026-01-05,BSE,2,8.67
2026-01-05,CDSL,1,6.74
2026-01-05,COFORGE,2,7.55
2026-01-05,CONCOR,10,57.29
2026-01-05,CROMPTON,8,37.01
2026-01-05,DABUR,1,3.25
2026-01-05,DALBHARAT,1,4.9
2026-01-05,DELHIVERY,1,5.34
2026-01-05,DIVISLAB,1,5.94
2026-01-05,DIXON,4,18.59
2026-01-05,DLF,7,28.9
2026-01-05,EICHERMOT,1,3.33
2026-01-05,ETERNAL,1,3.18
2026-01-05,EXIDEIND,2,7.88
2026-01-05,GAIL,1,5.4
2026-01-05,GLENMARK,7,35.04
2026-01-05,GMRAIRPORT,1,5.3
2026-01-05,GODREJPROP,5,23.07
2026-01-05,GRASIM,2,13.19
2026-01-05,HAL,2,9.48
2026-01-05,HDFCAMC,1,6.34
2026-01-05,HINDALCO,1,3.32
2026-01-05,HINDPETRO,1,3.8
2026-01-05,HUDCO,3,14.04
2026-01-05,ICICIGI,1,7.66
2026-01-05,ICICIPRULI,1,5.56
2026-01-05,IDEA,8,37.06
2026-01-05,IEX,2,8.47
2026-01-05,IIFL,3,12.47
2026-01-05,INDHOTEL,1,3.68
2026-01-05,INDUSINDBK,3,12.05
2026-01-05,INDUSTOWER,5,22.88
2026-01-05,INOXWIND,4,24.49
2026-01-05,IOC,1,3.55
2026-01-05,IRCTC,2,8.17
2026-01-05,IRFC,2,10.07
2026-01-05,JINDALSTEL,1,4.67
2026-01-05,JIOFIN,4,22.62
2026-01-05,JSWENERGY,7,35.68
2026-01-05,JSWSTEEL,3,14.75
2026-01-05,JUBLFOOD,1,3.88
2026-01-05,KALYANKJIL,5,28.72
2026-01-05,KAYNES,3,12.58
2026-01-05,KOTAKBANK,1,3.74
2026-01-05,LAURUSLABS,1,3.44
2026-01-05,LICHSGFIN,10,47.12
2026-01-05,LICI,1,4.0
2026-01-05,LODHA,3,11.04
2026-01-05,LUPIN,1,5.02
2026-01-05,MANAPPURAM,5,23.57
2026-01-05,MARICO,4,18.74
2026-01-05,MAXHEALTH,1,5.12
2026-01-05,MAZDOCK,4,17.59
2026-01-05,MCX,1,3.01
2026-01-05,MFSL,3,15.63
2026-01-05,MOTHERSON,1,4.51
2026-01-05,MPHASIS,4,13.75
2026-01-05,NATIONALUM,2,7.0
2026-01-05,NBCC,7,38.95
2026-01-05,NESTLEIND,1,3.26
2026-01-05,NMDC,7,42.17
2026-01-05,NUVAMA,1,3.91
2026-01-05,NYKAA,1,3.01
2026-01-05,OFSS,2,9.88
2026-01-05,ONGC,1,5.38
2026-01-05,PATANJALI,10,58.41
2026-01-05,PERSISTENT,1,4.15
2026-01-05,PETRONET,6,25.2
2026-01-05,PFC,3,15.93
2026-01-05,PGEL,3,11.85
2026-01-05,PNB,2,10.98
2026-01-05,PNBHOUSING,6,24.53
2026-01-05,POLYCAB,2,13.06
2026-01-05,POWERGRID,1,3.69
2026-01-05,PRESTIGE,1,4.28
2026-01-05,RBLBANK,12,50.47
2026-01-05,RECLTD,3,16.32
2026-01-05,RVNL,1,4.18
2026-01-05,SAIL,13,82.52
2026-01-05,SAMMAANCAP,13,75.32
2026-01-05,SBICARD,1,3.71
2026-01-05,SHRIRAMFIN,1,3.41
2026-01-05,SOLARINDS,3,16.63
2026-01-05,SRF,1,4.75
2026-01-05,SUNPHARMA,1,3.06
2026-01-05,SUZLON,1,4.32
2026-01-05,SYNGENE,2,8.37
2026-01-05,TATAELXSI,1,6.36
2026-01-05,TATAPOWER,2,6.96
2026-01-05,TATASTEEL,1,5.86
2026-01-05,TECHM,1,4.25
2026-01-05,TIINDIA,1,7.43
2026-01-05,TMPV,1,3.99
2026-01-05,TRENT,1,6.0
2026-01-05,TVSMOTOR,2,9.5
2026-01-05,ULTRACEMCO,1,7.42
2026-01-05,UNIONBANK,1,5.64
2026-01-05,UNITDSPR,2,8.23
2026-01-05,UNOMINDA,1,5.07
2026-01-05,UPL,3,18.0
2026-01-05,VBL,1,4.88
2026-01-05,VEDL,3,13.35
2026-01-05,YESBANK,1,7.15
2026-06-05,360ONE,1,3.83
2026-06-05,ABCAPITAL,2,9.25
2026-06-05,ADANIENSOL,7,42.63
2026-06-05,ADANIENT,3,21.0
2026-06-05,ADANIGREEN,4,15.68
2026-06-05,ADANIPOWER,1,6.33
2026-06-05,ALKEM,2,13.35
2026-06-05,AMBER,12,57.61
2026-06-05,AMBUJACEM,8,45.97
2026-06-05,APLAPOLLO,3,9.82
2026-06-05,ASHOKLEY,1,7.24
2026-06-05,AUBANK,1,5.24
2026-06-05,AUROPHARMA,4,23.42
2026-06-05,AXISBANK,1,3.98
2026-06-05,BANDHANBNK,9,52.6
2026-06-05,BANKBARODA,4,20.63
2026-06-05,BANKINDIA,2,10.97
2026-06-05,BEL,1,3.05
2026-06-05,BHEL,7,37.58
2026-06-05,BIOCON,4,19.82
2026-06-05,BOSCHLTD,5,23.46
2026-06-05,CANBK,7,35.44
2026-06-05,CDSL,1,5.78
2026-06-05,CGPOWER,1,6.21
2026-06-05,CHOLAFIN,2,11.91
2026-06-05,CIPLA,1,4.1
2026-06-05,COALINDIA,1,4.01
2026-06-05,CONCOR,6,24.53
2026-06-05,CROMPTON,5,22.44
2026-06-05,CUMMINSIND,1,4.15
2026-06-05,DABUR,3,13.24
2026-06-05,DALBHARAT,2,9.84
2026-06-05,DELHIVERY,1,4.76
2026-06-05,DIVISLAB,2,6.77
2026-06-05,DLF,3,11.88
2026-06-05,EICHERMOT,1,3.32
2026-06-05,EXIDEIND,4,18.7
2026-06-05,GLENMARK,11,61.33
2026-06-05,GMRAIRPORT,1,4.35
2026-06-05,GODREJCP,1,4.15
2026-06-05,GODREJPROP,1,3.73
2026-06-05,GRASIM,3,14.37
2026-06-05,HAL,1,3.35
2026-06-05,HAVELLS,1,4.49
2026-06-05,HDFCAMC,1,3.58
2026-06-05,HDFCLIFE,3,12.12
2026-06-05,HYUNDAI,2,7.47
2026-06-05,ICICIBANK,1,4.23
2026-06-05,ICICIGI,1,3.75
2026-06-05,ICICIPRULI,2,7.53
2026-06-05,IDEA,6,29.15
2026-06-05,IDFCFIRSTB,1,5.28
2026-06-05,IEX,5,30.32
2026-06-05,INDHOTEL,1,4.27
2026-06-05,INDUSINDBK,1,4.8
2026-06-05,INDUSTOWER,8,38.03
2026-06-05,INOXWIND,5,24.08
2026-06-05,IOC,1,4.79
2026-06-05,JINDALSTEL,1,4.79
2026-06-05,JIOFIN,3,12.42
2026-06-05,JSWENERGY,1,4.65
2026-06-05,JSWSTEEL,4,15.13
2026-06-05,JUBLFOOD,4,19.8
2026-06-05,KALYANKJIL,6,34.43
2026-06-05,KAYNES,5,22.21
2026-06-05,LAURUSLABS,2,6.93
2026-06-05,LICHSGFIN,6,28.48
2026-06-05,LICI,1,3.01
2026-06-05,LODHA,2,10.31
2026-06-05,MANAPPURAM,7,38.72
2026-06-05,MANKIND,1,3.2
2026-06-05,MFSL,2,9.23
2026-06-05,MOTHERSON,2,9.32
2026-06-05,MOTILALOFS,1,3.61
2026-06-05,NAM-INDIA,1,4.61
2026-06-05,NAUKRI,1,5.32
2026-06-05,NBCC,6,25.74
2026-06-05,NHPC,1,3.11
2026-06-05,NMDC,10,51.96
2026-06-05,NTPC,1,6.63
2026-06-05,NYKAA,2,6.63
2026-06-05,OIL,1,3.0
2026-06-05,PATANJALI,6,28.49
2026-06-05,PAYTM,1,5.36
2026-06-05,PFC,1,4.63
2026-06-05,PGEL,2,6.95
2026-06-05,PHOENIXLTD,1,3.86
2026-06-05,PIDILITIND,1,4.41
2026-06-05,PIIND,2,7.33
2026-06-05,PNB,7,37.01
2026-06-05,PNBHOUSING,2,9.87
2026-06-05,POWERINDIA,1,3.71
2026-06-05,PREMIERENE,2,8.95
2026-06-05,RBLBANK,4,21.83
2026-06-05,RECLTD,3,15.83
2026-06-05,SAIL,12,81.65
2026-06-05,SAMMAANCAP,7,33.44
2026-06-05,SBICARD,2,11.46
2026-06-05,SHREECEM,1,6.45
2026-06-05,SHRIRAMFIN,1,3.9
2026-06-05,SOLARINDS,1,5.39
2026-06-05,SUNPHARMA,1,3.5
2026-06-05,SUPREMEIND,1,4.01
2026-06-05,TATACONSUM,2,11.73
2026-06-05,TATAPOWER,2,8.16
2026-06-05,TMPV,1,4.34
2026-06-05,TVSMOTOR,2,12.76
2026-06-05,ULTRACEMCO,1,4.2
2026-06-05,UNIONBANK,1,3.85
2026-06-05,UPL,2,8.99
2026-06-05,VBL,1,4.22
2026-06-05,WAAREEENER,1,3.43
2026-06-05,WIPRO,3,18.05
2026-06-05,YESBANK,2,11.43
2026-06-05,ZYDUSLIFE,1,3.44
2026-03-05,ABCAPITAL,1,4.33
2026-03-05,ADANIENSOL,8,38.91
2026-03-05,ADANIENT,2,8.79
2026-03-05,ADANIGREEN,3,9.43
2026-03-05,ALKEM,1,4.93
2026-03-05,AMBUJACEM,8,38.27
2026-03-05,APLAPOLLO,2,7.36
2026-03-05,APOLLOHOSP,1,3.73
2026-03-05,ASIANPAINT,1,3.54
2026-03-05,AUROPHARMA,12,55.37
2026-03-05,AXISBANK,1,3.12
2026-03-05,BAJAJFINSV,2,7.36
2026-03-05,BANDHANBNK,5,28.58
2026-03-05,BANKBARODA,1,7.04
2026-03-05,BDL,1,3.25
2026-03-05,BHEL,6,35.6
2026-03-05,BIOCON,2,8.13
2026-03-05,BOSCHLTD,1,4.08
2026-03-05,BRITANNIA,1,4.94
2026-03-05,CANBK,1,4.76
2026-03-05,CDSL,1,3.53
2026-03-05,CHOLAFIN,2,11.56
2026-03-05,COFORGE,2,16.04
2026-03-05,CONCOR,7,33.68
2026-03-05,CROMPTON,5,23.51
2026-03-05,DABUR,2,7.35
2026-03-05,DELHIVERY,1,5.91
2026-03-05,DIXON,1,3.0
2026-03-05,DLF,7,29.7
2026-03-05,EXIDEIND,3,13.05
2026-03-05,GAIL,1,4.73
2026-03-05,GLENMARK,7,31.68
2026-03-05,GMRAIRPORT,1,5.64
2026-03-05,GODREJPROP,1,5.16
2026-03-05,GRASIM,3,15.79
2026-03-05,HAL,2,9.57
2026-03-05,HAVELLS,1,3.72
2026-03-05,HDFCBANK,1,4.18
2026-03-05,HDFCLIFE,1,4.29
2026-03-05,HINDPETRO,1,3.38
2026-03-05,HINDZINC,1,4.24
2026-03-05,HUDCO,3,10.92
2026-03-05,ICICIGI,1,5.46
2026-03-05,ICICIPRULI,4,17.86
2026-03-05,IDEA,8,41.66
2026-03-05,IDFCFIRSTB,3,9.75
2026-03-05,IEX,6,24.93
2026-03-05,INDIGO,1,3.94
2026-03-05,INDUSINDBK,1,3.9
2026-03-05,INDUSTOWER,3,13.61
2026-03-05,INOXWIND,5,24.13
2026-03-05,IREDA,1,4.44
2026-03-05,JIOFIN,5,25.92
2026-03-05,JSWENERGY,4,16.72
2026-03-05,JSWSTEEL,6,25.51
2026-03-05,JUBLFOOD,2,8.66
2026-03-05,KALYANKJIL,2,8.18
2026-03-05,KAYNES,3,17.47
2026-03-05,KOTAKBANK,1,4.07
2026-03-05,LAURUSLABS,3,13.0
2026-03-05,LICHSGFIN,10,50.33
2026-03-05,LODHA,2,7.4
2026-03-05,LTF,1,5.23
2026-03-05,LUPIN,1,5.02
2026-03-05,MANAPPURAM,7,37.05
2026-03-05,MARICO,2,6.44
2026-03-05,MCX,2,8.36
2026-03-05,MFSL,3,12.48
2026-03-05,MOTHERSON,2,8.4
2026-03-05,MPHASIS,1,3.11
2026-03-05,MUTHOOTFIN,1,4.29
2026-03-05,NATIONALUM,2,7.9
2026-03-05,NBCC,5,21.51
2026-03-05,NHPC,1,4.97
2026-03-05,NMDC,6,33.65
2026-03-05,NTPC,1,3.97
2026-03-05,NYKAA,1,4.07
2026-03-05,OBEROIRLTY,1,4.16
2026-03-05,OFSS,3,15.58
2026-03-05,PATANJALI,9,45.88
2026-03-05,PAYTM,1,3.17
2026-03-05,PETRONET,1,4.3
2026-03-05,PFC,2,10.22
2026-03-05,PGEL,1,5.46
2026-03-05,PHOENIXLTD,2,7.95
2026-03-05,PIIND,1,3.12
2026-03-05,PNB,2,10.34
2026-03-05,PNBHOUSING,2,8.34
2026-03-05,PRESTIGE,1,3.28
2026-03-05,RBLBANK,6,23.8
2026-03-05,RECLTD,3,17.58
2026-03-05,SAIL,13,94.67
2026-03-05,SAMMAANCAP,13,77.85
2026-03-05,SBICARD,2,11.9
2026-03-05,SBILIFE,1,3.66
2026-03-05,SYNGENE,3,13.25
2026-03-05,TATACONSUM,1,5.18
2026-03-05,TATAELXSI,1,3.21
2026-03-05,TATAPOWER,1,3.39
2026-03-05,TATATECH,1,3.14
2026-03-05,TECHM,1,3.6
2026-03-05,TVSMOTOR,2,10.27
2026-03-05,UNOMINDA,2,12.02
2026-03-05,UPL,1,5.57
2026-03-05,VEDL,2,8.7
2026-03-05,YESBANK,1,3.3
2026-05-05,ABCAPITAL,1,3.92
2026-05-05,ADANIENSOL,7,39.67
2026-05-05,ADANIENT,4,26.27
2026-05-05,ADANIGREEN,2,10.37
2026-05-05,ALKEM,1,5.68
2026-05-05,AMBER,1,3.19
2026-05-05,AMBUJACEM,7,40.42
2026-05-05,APLAPOLLO,3,11.06
2026-05-05,AUBANK,1,4.66
2026-05-05,AUROPHARMA,6,30.68
2026-05-05,AXISBANK,1,4.07
2026-05-05,BAJAJFINSV,1,3.04
2026-05-05,BANDHANBNK,7,43.25
2026-05-05,BANKBARODA,2,11.7
2026-05-05,BANKINDIA,1,4.06
2026-05-05,BHEL,8,43.89
2026-05-05,BIOCON,1,3.83
2026-05-05,BOSCHLTD,1,5.32
2026-05-05,BPCL,1,4.43
2026-05-05,CANBK,2,10.45
2026-05-05,CGPOWER,1,6.27
2026-05-05,CHOLAFIN,2,13.3
2026-05-05,CONCOR,5,24.91
2026-05-05,CROMPTON,4,17.06
2026-05-05,DABUR,2,9.25
2026-05-05,DALBHARAT,1,3.92
2026-05-05,DELHIVERY,1,5.7
2026-05-05,DLF,4,17.01
